Name,Team,PA,Single,Double,Triple,Home Run,BB,SO,InPlayOut,1B,2B,3B,In-Play Out,H,HR,SO,BB
Nick Vincent,,235,0.1503829787,0.04510638298,0.004510638298,0.02553191489,0.05957446809,0.2127659574,0.5021276596,35.34,10.6,1.06,118,53,6,50,14
Taylor Guilbeau,Mariners,244.9,0.1461004492,0.04164965292,0.004164965292,0.01633319722,0.1020824826,0.2204981625,0.4691710902,35.78,10.2,1.02,114.9,51,4,54,25
Mark Melancon,Braves,235.9,0.1564222128,0.04662992794,0.004662992794,0.02543450615,0.06358626537,0.2161933022,0.4870707927,36.9,11,1.1,114.9,55,6,51,15
Pierce Johnson,Padres,243.9,0.131201312,0.04100041,0.004100041,0.028700287,0.09020090201,0.262402624,0.4423944239,32,10,1,107.9,50,7,64,22
A.J. Minter,,242,0.1363636364,0.04132231405,0.004132231405,0.02479338843,0.09917355372,0.2727272727,0.4214876033,33,10,1,102,50,6,66,24
Tyler Viza,,418,0.1515311005,0.04928229665,0.004928229665,0.04066985646,0.07894736842,0.1794258373,0.495215311,63.34,20.6,2.06,207,103,17,75,33
Duane Underwood Jr.,Cubs,464,0.1437068966,0.04568965517,0.004568965517,0.03448275862,0.09913793103,0.2068965517,0.4655172414,66.68,21.2,2.12,216,106,16,96,46
Sam Delaplane,Mariners,262.9,0.1208824648,0.03879802206,0.003879802206,0.03042982122,0.1065043743,0.3004944846,0.3990110308,31.78,10.2,1.02,104.9,51,8,79,28
Robert Dugger,Marlins,655.9,0.1434974844,0.0469583778,0.00469583778,0.03964018905,0.08690349139,0.186003964,0.4923006556,94.12,30.8,3.08,322.9,154,26,122,57
Brad Wieck,Cubs,228.9,0.1013543032,0.03494975972,0.003494975972,0.03494975972,0.1135867191,0.3538663172,0.3577981651,23.2,8,0.8,81.9,40,8,81,26
Aaron Bummer,White Sox,303,0.141650165,0.04224422442,0.004224422442,0.02310231023,0.09570957096,0.2112211221,0.4818481848,42.92,12.8,1.28,146,64,7,64,29
Sam Howard,,408,0.137745098,0.04411764706,0.004411764706,0.03431372549,0.1029411765,0.2230392157,0.4534313725,56.2,18,1.8,185,90,14,91,42
Wes Parsons,,357,0.1542857143,0.04817927171,0.004817927171,0.03361344538,0.09523809524,0.18767507,0.4761904762,55.08,17.2,1.72,170,86,12,67,34
Sean Reid-Foley,,601.1,0.1281983031,0.04225586425,0.004225586425,0.03659956746,0.1364165696,0.2245882549,0.4277158543,77.06,25.4,2.54,257.1,127,22,135,82
Aaron Leasher,Padres,501.9,0.1523809524,0.04622434748,0.004622434748,0.02789400279,0.1155608687,0.1673640167,0.4859533772,76.48,23.2,2.32,243.9,116,14,84,58
Jeremy Jeffress,Cubs,249.9,0.1516606643,0.04401760704,0.004401760704,0.0200080032,0.08003201281,0.2040816327,0.4957983193,37.9,11,1.1,123.9,55,5,51,20
Colten Brewer,,295.9,0.1518080433,0.04325785738,0.004325785738,0.01689760054,0.1115241636,0.2095302467,0.4626563028,44.92,12.8,1.28,136.9,64,5,62,33
Joe Gunkel,,416.1,0.1634703196,0.0523912521,0.00523912521,0.04085556357,0.04085556357,0.1490026436,0.5481855323,68.02,21.8,2.18,228.1,109,17,62,17
Kyle Keller,,266.9,0.119070813,0.03821656051,0.003821656051,0.02997377295,0.1198950918,0.284750843,0.4042712626,31.78,10.2,1.02,107.9,51,8,76,32
Cole Sulser,Orioles,282.1,0.1324353066,0.04395604396,0.004395604396,0.0389932648,0.09216589862,0.2552286423,0.4328252393,37.36,12.4,1.24,122.1,62,11,72,26
Hansel Robles,Angels,292,0.1347945205,0.04246575342,0.004246575342,0.03082191781,0.08904109589,0.25,0.448630137,39.36,12.4,1.24,131,62,9,73,26
DJ Myers,Giants,279,0.1510394265,0.04516129032,0.004516129032,0.02508960573,0.09677419355,0.1971326165,0.4802867384,42.14,12.6,1.26,134,63,7,55,27
Hector Velazquez,Orioles,345.1,0.1557229788,0.04810199942,0.004810199942,0.03187481889,0.09272674587,0.1738626485,0.4929006085,53.74,16.6,1.66,170.1,83,11,60,32
Wil Crowe,Nationals,572.1,0.1537843034,0.0492920818,0.00492920818,0.03845481559,0.09438909282,0.171298724,0.4878517742,87.98,28.2,2.82,279.1,141,22,98,54
Daniel McGrath,Red Sox,490.9,0.1458138114,0.04522305969,0.004522305969,0.03055612141,0.1181503361,0.1894479527,0.4662864127,71.58,22.2,2.22,228.9,111,15,93,58
Tyler Mapes,Nationals,536.9,0.1636431365,0.05103371205,0.005103371205,0.03538834047,0.08381449059,0.1396908177,0.5213261315,87.86,27.4,2.74,279.9,137,19,75,45
Carlos Martinez,Cardinals,297,0.1287542088,0.03905723906,0.003905723906,0.02356902357,0.09764309764,0.2491582492,0.4579124579,38.24,11.6,1.16,136,58,7,74,29
Trevor May,Twins,226.1,0.1208314905,0.03892083149,0.003892083149,0.03095975232,0.1061477222,0.2874834144,0.4117647059,27.32,8.8,0.88,93.1,44,7,65,24
Justin Haley,,378.9,0.1530219055,0.048033782,0.0048033782,0.03430984429,0.07653734495,0.1794668778,0.5038268672,57.98,18.2,1.82,190.9,91,13,68,29
Turner Larkins,Blue Jays,400.9,0.1640808182,0.05038663008,0.005038663008,0.03242703916,0.08730356697,0.1446744824,0.5160888002,65.78,20.2,2.02,206.9,101,13,58,35
James Hoyt,Indians,212,0.1335849057,0.04150943396,0.004150943396,0.02830188679,0.09905660377,0.2594339623,0.4339622642,28.32,8.8,0.88,92,44,6,55,21
Brandon Workman,Red Sox,270,0.109037037,0.03555555556,0.003555555556,0.02962962963,0.1222222222,0.3074074074,0.3925925926,29.44,9.6,0.96,106,48,8,83,33
Tony Watson,Giants,221.1,0.1537765717,0.04522840344,0.004522840344,0.02261420172,0.05879692447,0.2080506558,0.5070104025,34,10,1,112.1,50,5,46,13
Shane Greene,Braves,245.9,0.133306222,0.04148027654,0.004148027654,0.02846685645,0.08133387556,0.2521350142,0.4591297275,32.78,10.2,1.02,112.9,51,7,62,20
Craig Kimbrel,Cubs,177.9,0.0946599213,0.03147835863,0.003147835863,0.02810567735,0.1292861158,0.370994941,0.3423271501,16.84,5.6,0.56,60.9,28,5,66,23
Keone Kela,Pirates,164.1,0.112126752,0.0365630713,0.00365630713,0.03046922608,0.09140767824,0.310786106,0.4149908592,18.4,6,0.6,68.1,30,5,51,15
Noe Ramirez,Angels,284.9,0.1276237276,0.04352404352,0.004352404352,0.04212004212,0.08424008424,0.2702702703,0.4278694279,36.36,12.4,1.24,121.9,62,12,77,24
Lou Trivino,Athletics,285,0.1404210526,0.04140350877,0.004140350877,0.02105263158,0.1087719298,0.2175438596,0.4666666667,40.02,11.8,1.18,133,59,6,62,31
James Kaprielian,,275,0.1472,0.048,0.0048,0.04,0.07272727273,0.2,0.4872727273,40.48,13.2,1.32,134,66,11,55,20
Edubray Ramos,,211.9,0.1446908919,0.04436054743,0.004436054743,0.02831524304,0.08022652194,0.2265219443,0.4714487966,30.66,9.4,0.94,99.9,47,6,48,17
Carl Edwards Jr.,Mariners,200.9,0.1032354405,0.03285216526,0.003285216526,0.02488800398,0.1443504231,0.3135888502,0.3777999004,20.74,6.6,0.66,75.9,33,5,63,29
James Karinchak,,164.1,0.08019500305,0.02681291895,0.002681291895,0.02437538087,0.1767215113,0.4143814747,0.2748324193,13.16,4.4,0.44,45.1,22,4,68,29
Leo Crawford,Dodgers,537,0.1387337058,0.04655493482,0.004655493482,0.04283054004,0.0800744879,0.1899441341,0.4972067039,74.5,25,2.5,267,125,23,102,43
Kevin Ginkel,Diamondbacks,238.9,0.1101716199,0.03683549602,0.003683549602,0.03348681457,0.1088321473,0.3306822938,0.3763080787,26.32,8.8,0.88,89.9,44,8,79,26
Richard Lovelady,Royals,257.1,0.1595488137,0.04589653831,0.004589653831,0.01944768573,0.08556981719,0.1905873201,0.4943601711,41.02,11.8,1.18,127.1,59,5,49,22
Peter Fairbanks,Rays,272.9,0.1307438622,0.04104067424,0.004104067424,0.02931476731,0.09893733968,0.2711615977,0.4246976915,35.68,11.2,1.12,115.9,56,8,74,27
Jake Thompson,,498.1,0.1392491468,0.04497088938,0.004497088938,0.03613732182,0.1084119655,0.1867094961,0.4800240915,69.36,22.4,2.24,239.1,112,18,93,54
Marco Estrada,,495.1,0.1383154918,0.04685922036,0.004685922036,0.04443546758,0.08887093516,0.1777418703,0.4990910927,68.48,23.2,2.32,247.1,116,22,88,44
Fernando Romero,Twins,319.1,0.1467251645,0.04324663115,0.004324663115,0.02193669696,0.1096834848,0.209965528,0.4641178314,46.82,13.8,1.38,148.1,69,7,67,35
Erich Uelmen,Cubs,397,0.1555667506,0.04634760705,0.004634760705,0.02518891688,0.1183879093,0.1536523929,0.4962216625,61.76,18.4,1.84,197,92,10,61,47
Rafael Dolis,Blue Jays,214.1,0.14058851,0.04203643157,0.004203643157,0.0233535731,0.09341429239,0.2288650163,0.4675385334,30.1,9,0.9,100.1,45,5,49,20
Ian Kennedy,Royals,264.9,0.1338618347,0.04303510759,0.004303510759,0.03397508494,0.07927519819,0.2529256323,0.4526236316,35.46,11.4,1.14,119.9,57,9,67,21
Sam McWilliams,Rays,575,0.1578434783,0.04939130435,0.004939130435,0.0347826087,0.09043478261,0.16,0.5026086957,90.76,28.4,2.84,289,142,20,92,52
Matthew Kent,Red Sox,647.9,0.1767248032,0.0540206822,0.00540206822,0.03395585739,0.08025929927,0.1265627412,0.5230745485,114.5,35,3.5,338.9,175,22,82,52
Juan Nicasio,,226,0.1484955752,0.04601769912,0.004601769912,0.03097345133,0.0796460177,0.2345132743,0.4557522124,33.56,10.4,1.04,103,52,7,53,18
Rafael Montero,Rangers,216.1,0.1398426654,0.04534937529,0.004534937529,0.0370198982,0.06941230912,0.2637667746,0.4400740398,30.22,9.8,0.98,95.1,49,8,57,15
Jimmy Lambert,,379,0.141530343,0.04643799472,0.004643799472,0.03957783641,0.1029023747,0.1978891821,0.4670184697,53.64,17.6,1.76,177,88,15,75,39
Paul Campbell,Rays,557.1,0.1587147729,0.04990127446,0.004990127446,0.03590019745,0.07898043439,0.1507808293,0.520732364,88.42,27.8,2.78,290.1,139,20,84,44
Jackson Stephens,,463.1,0.1435111207,0.04621032174,0.004621032174,0.0367091341,0.09717123731,0.2008205571,0.4709565968,66.46,21.4,2.14,218.1,107,17,93,45
Shawn Armstrong,Orioles,272.1,0.1311282617,0.04116133774,0.004116133774,0.02940095553,0.1139287027,0.2462330026,0.434031606,35.68,11.2,1.12,118.1,56,8,67,31
Connor Brogdon,Phillies,294,0.1191156463,0.04013605442,0.004013605442,0.03741496599,0.1054421769,0.2925170068,0.4013605442,35.02,11.8,1.18,118,59,11,86,31
Cam Bedrosian,Angels,251,0.135936255,0.04302788845,0.004302788845,0.03187250996,0.09163346614,0.235059761,0.4581673307,34.12,10.8,1.08,115,54,8,59,23
Ramon Rosso,Phillies,518.9,0.1349778377,0.04548082482,0.004548082482,0.04239737907,0.1059934477,0.2100597418,0.4565426865,70.04,23.6,2.36,236.9,118,22,109,55
Jay Jackson,,263.9,0.1195907541,0.039408867,0.0039408867,0.03410382721,0.09473285335,0.2917771883,0.4164456233,31.56,10.4,1.04,109.9,52,9,77,25
Bryan Mata,Red Sox,451,0.1450997783,0.04345898004,0.004345898004,0.0243902439,0.1441241685,0.177383592,0.4611973392,65.44,19.6,1.96,208,98,11,80,65
Chris Mazza,,448.1,0.1609908503,0.05043517072,0.005043517072,0.03570631555,0.08033921,0.1629100647,0.5045748717,72.14,22.6,2.26,226.1,113,16,73,36
Mickey Jannis,Orioles,530,0.1605283019,0.05132075472,0.005132075472,0.03962264151,0.08679245283,0.1396226415,0.5169811321,85.08,27.2,2.72,274,136,21,74,46
Jacob Patterson,Cardinals,275,0.1455272727,0.04290909091,0.004290909091,0.02181818182,0.09818181818,0.2218181818,0.4654545455,40.02,11.8,1.18,128,59,6,61,27
Cody Ponce,,352,0.1520454545,0.04772727273,0.004772727273,0.03409090909,0.08806818182,0.1875,0.4857954545,53.52,16.8,1.68,171,84,12,66,31
Oliver Ortega,Angels,471,0.1380042463,0.04246284501,0.004246284501,0.02760084926,0.144373673,0.1910828025,0.4522292994,65,20,2,213,100,13,90,68
Alex Lange,Tigers,477.9,0.1539652647,0.04645323289,0.004645323289,0.02720234359,0.1255492781,0.1569365976,0.4852479598,73.58,22.2,2.22,231.9,111,13,75,60
Angel Rondon,Cardinals,599.1,0.1446169254,0.04606910366,0.004606910366,0.03505257887,0.1051577366,0.1836087465,0.4808879987,86.64,27.6,2.76,288.1,138,21,110,63
Ryne Harper,Nationals,238.1,0.1465770685,0.04619907602,0.004619907602,0.03359932801,0.06719865603,0.2183956321,0.4834103318,34.9,11,1.1,115.1,55,8,52,16
JT Chargois,,218.1,0.134433746,0.04034846401,0.004034846401,0.02292526364,0.10087116,0.2567629528,0.4406235672,29.32,8.8,0.88,96.1,44,5,56,22
Joely Rodriguez,Rangers,237.1,0.1382539013,0.04301982286,0.004301982286,0.02952340784,0.09278785323,0.2361872628,0.4559257697,32.78,10.2,1.02,108.1,51,7,56,22
Miguel Castro,Orioles,358,0.1388826816,0.04134078212,0.004134078212,0.02234636872,0.1229050279,0.187150838,0.4832402235,49.72,14.8,1.48,173,74,8,67,44
Joe Cavallaro,Mets,427,0.1441217799,0.04355971897,0.004355971897,0.02576112412,0.1217798595,0.18735363,0.4730679157,61.54,18.6,1.86,202,93,11,80,52
Tylor Megill,Mets,295,0.1273898305,0.0413559322,0.00413559322,0.03389830508,0.1220338983,0.2542372881,0.4169491525,37.58,12.2,1.22,123,61,10,75,36
Derek Law,,302.1,0.1439258524,0.04369414101,0.004369414101,0.02648129758,0.1092353525,0.2250910295,0.4472029129,43.48,13.2,1.32,135.1,66,8,68,33
Dean Kremer,,499.1,0.1394510118,0.0480865558,0.00480865558,0.0480865558,0.1001803246,0.2123822881,0.4470046083,69.6,24,2.4,223.1,120,24,106,50
Blake Taylor,,317.9,0.138156653,0.04026423404,0.004026423404,0.0188738597,0.1446995911,0.2107581,0.4432211387,43.92,12.8,1.28,140.9,64,6,67,46
Austin Davis,,310.9,0.1291090383,0.0405275008,0.00405275008,0.02894821486,0.1093599228,0.2669668704,0.4210357028,40.14,12.6,1.26,130.9,63,9,83,34
Jonathan Holder,Yankees,261.1,0.1349674454,0.04442742244,0.004442742244,0.03829950211,0.08042895442,0.2489467637,0.4484871697,35.24,11.6,1.16,117.1,58,10,65,21
John Schreiber,,298.9,0.1421211107,0.04416192707,0.004416192707,0.03011040482,0.08364001338,0.2308464369,0.4647039144,42.48,13.2,1.32,138.9,66,9,69,25
Cody Reed,Reds,245.1,0.127376581,0.03998368013,0.003998368013,0.02855977152,0.1060791514,0.2774377805,0.4165646675,31.22,9.8,0.98,102.1,49,7,68,26
Grant Dayton,Braves,159,0.119245283,0.04025157233,0.004025157233,0.03773584906,0.08176100629,0.3144654088,0.4025157233,18.96,6.4,0.64,64,32,6,50,13
Richard Bleier,Orioles,218,0.1810091743,0.05229357798,0.005229357798,0.02293577982,0.03669724771,0.119266055,0.5825688073,39.46,11.4,1.14,127,57,5,26,8
Clarke Schmidt,Yankees,362.1,0.1416735708,0.04694835681,0.004694835681,0.04142502071,0.09665838166,0.1960784314,0.4725214029,51.3,17,1.7,171.1,85,15,71,35
Michel Baez,Padres,253,0.1343873518,0.0395256917,0.00395256917,0.01976284585,0.1264822134,0.2450592885,0.4308300395,34,10,1,109,50,5,62,32
Nick Neidert,Marlins,417,0.1468105516,0.04748201439,0.004748201439,0.03836930456,0.08633093525,0.1894484412,0.4868105516,61.22,19.8,1.98,203,99,16,79,36
Matt Harvey,,448.1,0.1508145503,0.04954251283,0.004954251283,0.04240124972,0.07141263111,0.1762999331,0.5045748717,67.58,22.2,2.22,226.1,111,19,79,32
Edwar Colina,Twins,428.9,0.1437631149,0.04523198881,0.004523198881,0.03264164141,0.1212403824,0.1818605736,0.4707391,61.66,19.4,1.94,201.9,97,14,78,52
Jefry Rodriguez,Indians,454.9,0.1458342493,0.04528467795,0.004528467795,0.03077599472,0.1187074082,0.175862827,0.479006375,66.34,20.6,2.06,217.9,103,14,80,54
Travis Radke,Padres,310.1,0.1502741051,0.04514672686,0.004514672686,0.02579812964,0.08061915511,0.2063850371,0.4872621735,46.6,14,1.4,151.1,70,8,64,25
Corey Oswalt,,446,0.144529148,0.04798206278,0.004798206278,0.04260089686,0.07399103139,0.197309417,0.4887892377,64.46,21.4,2.14,218,107,19,88,33
Brady Rodgers,Orioles,299.1,0.1573386827,0.05148779672,0.005148779672,0.04346372451,0.07355399532,0.1504513541,0.518555667,47.06,15.4,1.54,155.1,77,13,45,22
Keegan Thompson,Cubs,415.1,0.1501806794,0.049626596,0.0049626596,0.04336304505,0.07468079981,0.1854974705,0.4916887497,62.34,20.6,2.06,204.1,103,18,77,31
Steven Okert,,239.1,0.139439565,0.0443329151,0.00443329151,0.03345880385,0.0669176077,0.2509410289,0.460476788,33.34,10.6,1.06,110.1,53,8,60,16
Drew Steckenrider,Marlins,202.9,0.1241991129,0.0394282898,0.00394282898,0.02957121735,0.1034992607,0.2809265648,0.4184327255,25.2,8,0.8,84.9,40,6,57,21
Dellin Betances,Mets,197.1,0.100152207,0.03348554033,0.003348554033,0.0304414003,0.1217656012,0.3602232369,0.3505834602,19.74,6.6,0.66,69.1,33,6,71,24
Jace Fry,White Sox,250.1,0.1234706118,0.03678528589,0.003678528589,0.0199920032,0.1479408237,0.2718912435,0.3962415034,30.88,9.2,0.92,99.1,46,5,68,37
Adam Morgan,Phillies,165.9,0.1404460518,0.04219409283,0.004219409283,0.02411091019,0.09644364075,0.2350813743,0.4575045208,23.3,7,0.7,75.9,35,4,39,16
Jordan Hicks,Cardinals,259,0.1312741313,0.03861003861,0.003861003861,0.01930501931,0.111969112,0.250965251,0.444015444,34,10,1,115,50,5,65,29
Luke Farrell,Rangers,350,0.1309714286,0.04457142857,0.004457142857,0.04285714286,0.1171428571,0.2257142857,0.4342857143,45.84,15.6,1.56,152,78,15,79,41
Dillon Tate,Orioles,352.9,0.158288467,0.04930575234,0.004930575234,0.03400396713,0.08784358175,0.1586851799,0.5069424766,55.86,17.4,1.74,178.9,87,12,56,31
Heath Fillmyer,,493.9,0.1535128569,0.04818789229,0.004818789229,0.03441992306,0.1012350678,0.1559020045,0.5019234663,75.82,23.8,2.38,247.9,119,17,77,50
Cy Sneed,Astros,446.1,0.1484868863,0.04841963685,0.004841963685,0.04034969738,0.08742434432,0.1838152881,0.4866621834,66.24,21.6,2.16,217.1,108,18,82,39
Darren McCaughan,Mariners,617.9,0.1572099045,0.05275934617,0.005275934617,0.04855154556,0.05016993041,0.1586017155,0.5274316232,97.14,32.6,3.26,325.9,163,30,98,31
Cody Poteet,Marlins,543.9,0.1590733591,0.04927376356,0.004927376356,0.03309431881,0.08457437029,0.1415701416,0.5274866703,86.52,26.8,2.68,286.9,134,18,77,46
David Phelps,Brewers,197.1,0.13688483,0.04160324708,0.004160324708,0.02536783359,0.09639776763,0.233384069,0.462201928,26.98,8.2,0.82,91.1,41,5,46,19
Paul Fry,Orioles,284.9,0.136960337,0.04141804142,0.004141804142,0.02457002457,0.1158301158,0.2281502282,0.4489294489,39.02,11.8,1.18,127.9,59,7,65,33
Dennis Santana,Dodgers,445,0.1300674157,0.04314606742,0.004314606742,0.03820224719,0.1101123596,0.2382022472,0.4359550562,57.88,19.2,1.92,194,96,17,106,49
Evan Marshall,White Sox,225.9,0.1539619301,0.04515272244,0.004515272244,0.02213368747,0.09296148738,0.1947764498,0.4864984506,34.78,10.2,1.02,109.9,51,5,44,21
Jesse Hahn,Royals,333.9,0.1529200359,0.04612159329,0.004612159329,0.0269541779,0.1197963462,0.1707097934,0.478885894,51.06,15.4,1.54,159.9,77,9,57,40
Trevor Bettencourt,Phillies,175,0.1363428571,0.04228571429,0.004228571429,0.02857142857,0.08571428571,0.2571428571,0.4457142857,23.86,7.4,0.74,78,37,5,45,15
Daniel Coulombe,Twins,197.1,0.1318112633,0.04160324708,0.004160324708,0.0304414003,0.09639776763,0.268899036,0.4266869609,25.98,8.2,0.82,84.1,41,6,53,19
Fernando Rodney,,237.9,0.1396385036,0.0411937789,0.00411937789,0.02101723413,0.121899958,0.2353930223,0.4367381253,33.22,9.8,0.98,103.9,49,5,56,29
Tyson Ross,,347.9,0.1467663122,0.04426559356,0.004426559356,0.02586950273,0.1034780109,0.1753377407,0.4998562805,51.06,15.4,1.54,173.9,77,9,61,36
Jack Patterson,Cubs,321.9,0.1447654551,0.04349176763,0.004349176763,0.02485243865,0.1273687481,0.1894998447,0.4656725691,46.6,14,1.4,149.9,70,8,61,41
Thomas Hatch,,556.1,0.1465923395,0.04819277108,0.004819277108,0.04135946772,0.1024995504,0.1852184859,0.4713181083,81.52,26.8,2.68,262.1,134,23,103,57
Ryan Lillie,Reds,543.9,0.150689465,0.04853833425,0.004853833425,0.03861003861,0.09376723662,0.1617944475,0.5017466446,81.96,26.4,2.64,272.9,132,21,88,51
Justin Wilson,Mets,199.9,0.1193596798,0.03701850925,0.003701850925,0.02501250625,0.12006003,0.2951475738,0.3996998499,23.86,7.4,0.74,79.9,37,5,59,24
Jimmie Sherfy,Diamondbacks,250.1,0.1208316673,0.03918432627,0.003918432627,0.03198720512,0.1119552179,0.2878848461,0.4042383047,30.22,9.8,0.98,101.1,49,8,72,28
Rowan Wick,Cubs,265.9,0.1329071079,0.03986461076,0.003986461076,0.02256487401,0.1203459947,0.2482136141,0.4321173373,35.34,10.6,1.06,114.9,53,6,66,32
Cody Bolton,Pirates,390.1,0.1449371956,0.04768008203,0.004768008203,0.04101512433,0.0871571392,0.1922583953,0.4821840554,56.54,18.6,1.86,188.1,93,16,75,34
Wei-Yin Chen,,365,0.1414794521,0.04821917808,0.004821917808,0.04657534247,0.06849315068,0.2219178082,0.4684931507,51.64,17.6,1.76,171,88,17,81,25
Nick Wittgren,Indians,243.9,0.1389913899,0.045100451,0.0045100451,0.036900369,0.06970069701,0.237802378,0.4669946699,33.9,11,1.1,113.9,55,9,58,17
Jose De Leon,,273.9,0.1278568821,0.04308141658,0.004308141658,0.04016064257,0.1131799927,0.2555677254,0.415845199,35.02,11.8,1.18,113.9,59,11,70,31
Jaime Barria,,602,0.1445182724,0.04983388704,0.004983388704,0.04983388704,0.06810631229,0.1860465116,0.4966777409,87,30,3,299,150,30,112,41
Matt Swarmer,Cubs,585.9,0.1505717699,0.05086192183,0.005086192183,0.04778972521,0.06827103601,0.1860385731,0.4913807817,88.22,29.8,2.98,287.9,149,28,109,40
Ian McKinney,Mariners,556.1,0.138752023,0.04387700054,0.004387700054,0.03236827909,0.1294731163,0.1924114368,0.4587304442,77.16,24.4,2.44,255.1,122,18,107,72
McKenzie Mills,Marlins,427.1,0.1527042847,0.04635916647,0.004635916647,0.02809646453,0.1030203699,0.1662374151,0.4989463826,65.22,19.8,1.98,213.1,99,12,71,44
Jake Paulson,,501.1,0.1699860307,0.05228497306,0.005228497306,0.0339253642,0.08181999601,0.1237277988,0.5330273399,85.18,26.2,2.62,267.1,131,17,62,41
Nick Ramirez,Tigers,348.9,0.1479507022,0.045285182,0.0045285182,0.0286615076,0.1003152766,0.1834336486,0.4898251648,51.62,15.8,1.58,170.9,79,10,64,35
Jorge Alcala,,470.1,0.1468198256,0.0463731121,0.00463731121,0.03403531164,0.1127419698,0.189321421,0.4660710487,69.02,21.8,2.18,219.1,109,16,89,53
Pedro Baez,Dodgers,254.9,0.1207532366,0.04001569243,0.004001569243,0.03530796391,0.09023146332,0.2589250687,0.4507650059,30.78,10.2,1.02,114.9,51,9,66,23
