Name,Team,PA,Single,Double,Triple,Home Run,BB,SO,InPlayOut,1B,2B,3B,In-Play Out,H,HR,SO,BB
Matt Foster,,258.9,0.1369640788,0.04403244496,0.004403244496,0.03476245655,0.09269988413,0.2394747007,0.4476631904,35.46,11.4,1.14,115.9,57,9,62,24
Tyson Miller,,551.1,0.1461077844,0.0486300127,0.00486300127,0.04354926511,0.08891308293,0.183269824,0.4846670296,80.52,26.8,2.68,267.1,134,24,101,49
Chris Lee,Brewers,289.1,0.1503977862,0.04565894154,0.004565894154,0.02767208578,0.1106883431,0.1660325147,0.4949844345,43.48,13.2,1.32,143.1,66,8,48,32
Robert Stock,Phillies,233.9,0.1301410859,0.04104318085,0.004104318085,0.02992731937,0.1239846088,0.2565198803,0.4142796067,30.44,9.6,0.96,96.9,48,7,60,29
Phillip Diehl,Rockies,303.9,0.1383349786,0.04475156301,0.004475156301,0.03619611714,0.09213557091,0.2336294834,0.4504771306,42.04,13.6,1.36,136.9,68,11,71,28
Scott Barlow,Royals,309.1,0.1273374313,0.04011646716,0.004011646716,0.02911679068,0.1229375607,0.2685215141,0.4079585895,39.36,12.4,1.24,126.1,62,9,83,38
Alex Powers,,212.9,0.1199624237,0.04039455143,0.004039455143,0.03757632691,0.103334899,0.2818224519,0.412869892,25.54,8.6,0.86,87.9,43,8,60,22
Jacob Barnes,,235.9,0.1389571852,0.04323866045,0.004323866045,0.0296735905,0.1059771089,0.2289105553,0.4489190335,32.78,10.2,1.02,105.9,51,7,54,25
Nicholas Economos,Pirates,508,0.1488188976,0.04724409449,0.004724409449,0.03543307087,0.1082677165,0.1732283465,0.4822834646,75.6,24,2.4,245,120,18,88,55
Hunter Strickland,,175.9,0.1445139284,0.04434337692,0.004434337692,0.02842524161,0.09096077317,0.2046617396,0.4826606026,25.42,7.8,0.78,84.9,39,5,36,16
Brooks Pounders,Rays,253,0.1362055336,0.04505928854,0.004505928854,0.0395256917,0.08695652174,0.2450592885,0.442687747,34.46,11.4,1.14,112,57,10,62,22
Victor Arano,Phillies,203,0.1268965517,0.04137931034,0.004137931034,0.03448275862,0.09852216749,0.2660098522,0.4285714286,25.76,8.4,0.84,87,42,7,54,20
Jose Quijada,,276.1,0.1179282869,0.03766751177,0.003766751177,0.02897500905,0.1412531691,0.2861282144,0.3842810576,32.56,10.4,1.04,106.1,52,8,79,39
Randall Delgado,,235.9,0.1427723612,0.04747774481,0.004747774481,0.04239084358,0.08478168716,0.1949978805,0.4828317084,33.68,11.2,1.12,113.9,56,10,46,20
Tyler Zuber,Royals,226.1,0.1459531181,0.0442282176,0.00442282176,0.02653693056,0.09287925697,0.2122954445,0.4736842105,33,10,1,107.1,50,6,48,21
Kent Emanuel,,408.9,0.1568109562,0.05086818293,0.005086818293,0.0415749572,0.0684764001,0.1662998288,0.5108828564,64.12,20.8,2.08,208.9,104,17,68,28
Mitch Talbot,,335.1,0.1620411817,0.05073112504,0.005073112504,0.03581020591,0.08654133095,0.1313040883,0.5284989555,54.3,17,1.7,177.1,85,12,44,29
Tony Barnette,,155,0.1452903226,0.04387096774,0.004387096774,0.02580645161,0.08387096774,0.2193548387,0.4774193548,22.52,6.8,0.68,74,34,4,34,13
Trey Wingenter,Padres,240.9,0.102781237,0.03486924035,0.003486924035,0.03320880033,0.1369863014,0.3196347032,0.3690327937,24.76,8.4,0.84,88.9,42,8,77,33
Chaz Roe,Rays,208.1,0.1248438251,0.03940413263,0.003940413263,0.02883229217,0.1153291687,0.2739067756,0.4137433926,25.98,8.2,0.82,86.1,41,6,57,24
Dylan Floro,Dodgers,250.1,0.156017593,0.04718112755,0.004718112755,0.02798880448,0.07197121152,0.1839264294,0.5081967213,39.02,11.8,1.18,127.1,59,7,46,18
Oliver Perez,Indians,148,0.1295945946,0.04189189189,0.004189189189,0.03378378378,0.08108108108,0.277027027,0.4324324324,19.18,6.2,0.62,64,31,5,41,12
Zack Erwin,Athletics,391,0.1576982097,0.04961636829,0.004961636829,0.0358056266,0.08439897698,0.1611253197,0.5063938619,61.66,19.4,1.94,198,97,14,63,33
Stephen Tarpley,Marlins,289.9,0.1392204208,0.04277337013,0.004277337013,0.02759572266,0.1207312867,0.2207657813,0.4446360814,40.36,12.4,1.24,128.9,62,8,64,35
Matt Magill,Mariners,244.9,0.1256839526,0.04164965292,0.004164965292,0.03674969375,0.1020824826,0.2735810535,0.4160881993,30.78,10.2,1.02,101.9,51,9,67,25
Clay Holmes,Pirates,435.1,0.1401516893,0.04182946449,0.004182946449,0.02298322225,0.1447943002,0.1976557113,0.4484026661,60.98,18.2,1.82,195.1,91,10,86,63
Andres Sotillet,Royals,431.1,0.1652516817,0.05010438413,0.005010438413,0.03015541638,0.09046624913,0.1368591974,0.5221526328,71.24,21.6,2.16,225.1,108,13,59,39
Trevor Stephan,Yankees,409.9,0.1401317394,0.04781654062,0.004781654062,0.04635276897,0.1000243962,0.2000487924,0.4608441083,57.44,19.6,1.96,188.9,98,19,82,41
Jake Barrett,,196.1,0.1194288628,0.03977562468,0.003977562468,0.03569607343,0.1172870984,0.2651708312,0.418663947,23.42,7.8,0.78,82.1,39,7,52,23
Jared Robinson,Indians,299.9,0.1379126375,0.04134711571,0.004134711571,0.0233411137,0.1300433478,0.2200733578,0.4431477159,41.36,12.4,1.24,132.9,62,7,66,39
Holden Capps,,261.9,0.1668575792,0.04963726613,0.004963726613,0.02672775869,0.07254677358,0.1527300496,0.5265368461,43.7,13,1.3,137.9,65,7,40,19
Tommy Romero,Rays,503.9,0.1489184362,0.04683468942,0.004683468942,0.03373685255,0.1091486406,0.1686842628,0.4879936495,75.04,23.6,2.36,245.9,118,17,85,55
Felix Hernandez,,435.9,0.1465932553,0.0481761872,0.00481761872,0.04129387474,0.08258774948,0.1720578114,0.5044735031,63.9,21,2.1,219.9,105,18,75,36
Sam Moll,,213.9,0.1490416082,0.04301075269,0.004301075269,0.01870032726,0.1075268817,0.2103786816,0.4670406732,31.88,9.2,0.92,99.9,46,4,45,23
Hector Rondon,Diamondbacks,231.1,0.1485936824,0.04586758979,0.004586758979,0.03028991778,0.07356122891,0.2033751623,0.4937256599,34.34,10.6,1.06,114.1,53,7,47,17
Shelby Miller,,388.1,0.1468178305,0.04689513012,0.004689513012,0.03607317702,0.1107961865,0.1880958516,0.4666323113,56.98,18.2,1.82,181.1,91,14,73,43
Kyle Crick,Pirates,244,0.126557377,0.03770491803,0.003770491803,0.02049180328,0.1352459016,0.2540983607,0.4221311475,30.88,9.2,0.92,103,46,5,62,33
Aaron Barrett,,191,0.1412565445,0.04293193717,0.004293193717,0.02617801047,0.109947644,0.2094240838,0.4659685864,26.98,8.2,0.82,89,41,5,40,21
Nik Turley,Pirates,221.9,0.1416854439,0.04326273096,0.004326273096,0.02703920685,0.1306894998,0.2027940514,0.4502027941,31.44,9.6,0.96,99.9,48,6,45,29
Alex Reyes,,227.9,0.1242650285,0.03861342694,0.003861342694,0.02632733655,0.1579640193,0.2413339184,0.4076349276,28.32,8.8,0.88,92.9,44,6,55,36
Ray Black,Brewers,189,0.1003174603,0.03386243386,0.003386243386,0.03174603175,0.1481481481,0.3386243386,0.3439153439,18.96,6.4,0.64,65,32,6,64,28
Ian Hamilton,White Sox,198.9,0.1412770236,0.04524886878,0.004524886878,0.03519356461,0.0754147813,0.2262443439,0.4720965309,28.1,9,0.9,93.9,45,7,45,15
James Reeves,Yankees,275,0.1325818182,0.04145454545,0.004145454545,0.02909090909,0.1272727273,0.2327272727,0.4327272727,36.46,11.4,1.14,119,57,8,64,35
Vince Arobio,White Sox,262.1,0.1361312476,0.04273178176,0.004273178176,0.03052270126,0.1144601297,0.2289202594,0.442960702,35.68,11.2,1.12,116.1,56,8,60,30
Matt Krook,Rays,306.9,0.1285760834,0.03714565005,0.003714565005,0.01629195178,0.1857282502,0.2117953731,0.4167481264,39.46,11.4,1.14,127.9,57,5,65,57
Jake Reed,Twins,298.1,0.1372693727,0.0429386112,0.00429386112,0.030191211,0.114055686,0.224756793,0.4464944649,40.92,12.8,1.28,133.1,64,9,67,34
Josh Lucas,,220,0.1535454545,0.04636363636,0.004636363636,0.02727272727,0.1,0.1954545455,0.4727272727,33.78,10.2,1.02,104,51,6,43,22
Brian Moran,,252,0.1252380952,0.04126984127,0.004126984127,0.03571428571,0.1031746032,0.2738095238,0.4166666667,31.56,10.4,1.04,105,52,9,69,26
Luc Rennie,Mets,500.9,0.1591535237,0.04951088042,0.004951088042,0.03393890996,0.09183469754,0.1397484528,0.5208624476,79.72,24.8,2.48,260.9,124,17,70,46
Michael Baird,Cardinals,215.1,0.1477452348,0.04741980474,0.004741980474,0.03719200372,0.08368200837,0.19990702,0.4793119479,31.78,10.2,1.02,103.1,51,8,43,18
Brody Koerner,Yankees,546.9,0.1576156519,0.05119765954,0.005119765954,0.04205522033,0.08411044067,0.1426220516,0.5172792101,86.2,28,2.8,282.9,140,23,78,46
Fernando Salas,,217.9,0.1448370812,0.04772831574,0.004772831574,0.04130335016,0.06883891693,0.2202845342,0.4722349702,31.56,10.4,1.04,102.9,52,9,48,15
Nick Tropeano,,366,0.1362295082,0.04754098361,0.004754098361,0.04918032787,0.09836065574,0.2049180328,0.4590163934,49.86,17.4,1.74,168,87,18,75,36
David Hess,,550,0.1433818182,0.04981818182,0.004981818182,0.05090909091,0.08545454545,0.18,0.4854545455,78.86,27.4,2.74,267,137,28,99,47
Mike Morin,,249.1,0.1588920112,0.04897631473,0.004897631473,0.03211561622,0.06021678041,0.1645925331,0.5303091128,39.58,12.2,1.22,132.1,61,8,41,15
Brandon Brennan,Mariners,257.1,0.1374562427,0.04122909374,0.004122909374,0.02333722287,0.1205756515,0.2178140801,0.4554647997,35.34,10.6,1.06,117.1,53,6,56,31
Ian Krol,,229.1,0.1362723701,0.04277608031,0.004277608031,0.03055434308,0.1091226539,0.2444347447,0.4325621999,31.22,9.8,0.98,99.1,49,7,56,25
Tony Santillan,,509,0.143064833,0.04675834971,0.004675834971,0.03929273084,0.1119842829,0.1787819253,0.4754420432,72.82,23.8,2.38,242,119,20,91,57
Jeremy Bleich,,195,0.1572307692,0.04820512821,0.004820512821,0.03076923077,0.08205128205,0.1897435897,0.4871794872,30.66,9.4,0.94,95,47,6,37,16
Marshall Kasowski,Dodgers,173.9,0.1025876941,0.03220241518,0.003220241518,0.02300172513,0.1782633698,0.3277745831,0.3329499712,17.84,5.6,0.56,57.9,28,4,57,31
Nick Burdi,Pirates,49.1,0.1226069246,0.0366598778,0.00366598778,0.02036659878,0.1018329939,0.3258655804,0.3890020367,6.02,1.8,0.18,19.1,9,1,16,5
Stefan Crichton,Diamondbacks,335.9,0.1467103305,0.04525156297,0.004525156297,0.02977076511,0.0833581423,0.2113724323,0.4790116106,49.28,15.2,1.52,160.9,76,10,71,28
Geoff Hartlieb,,313.9,0.1459700542,0.04396304556,0.004396304556,0.02548582351,0.1083147499,0.2198152278,0.4520547945,45.82,13.8,1.38,141.9,69,8,69,34
Tom Koehler,,556.9,0.137583049,0.04632788651,0.004632788651,0.04309570839,0.1041479619,0.2011133058,0.4630992997,76.62,25.8,2.58,257.9,129,24,112,58
Demarcus Evans,,239,0.09983263598,0.0309623431,0.00309623431,0.02092050209,0.2050209205,0.3138075314,0.3263598326,23.86,7.4,0.74,78,37,5,75,49
Michael Plassmeyer,Rays,489.9,0.1500306185,0.05103082262,0.005103082262,0.04898958971,0.05715452133,0.171463564,0.5162278016,73.5,25,2.5,252.9,125,24,84,28
Chris Rusin,,287.1,0.1533960293,0.04737025427,0.004737025427,0.03134796238,0.07662835249,0.1602229188,0.5262974573,44.04,13.6,1.36,151.1,68,9,46,22
Jason Bahr,Rangers,473.9,0.1442498417,0.04726735598,0.004726735598,0.04009284659,0.1223886896,0.1814728846,0.4598016459,68.36,22.4,2.24,217.9,112,19,86,58
Sam Wolff,,180,0.1381111111,0.04111111111,0.004111111111,0.02222222222,0.1111111111,0.2444444444,0.4388888889,24.86,7.4,0.74,79,37,4,44,20
Darren O'Day,Braves,121.1,0.1279933939,0.04128819158,0.004128819158,0.03303055326,0.08257638315,0.2559867878,0.4549958712,15.5,5,0.5,55.1,25,4,31,10
R.J. Alvarez,Red Sox,217,0.1351152074,0.04055299539,0.004055299539,0.02304147465,0.133640553,0.2396313364,0.4239631336,29.32,8.8,0.88,92,44,5,52,29
Tyler Johnson,White Sox,261.1,0.1358100345,0.0436614324,0.00436614324,0.0344695519,0.09574875527,0.2374569131,0.4484871697,35.46,11.4,1.14,117.1,57,9,62,25
Ryan Nutof,Reds,259.1,0.1424160556,0.04245465071,0.004245465071,0.02315708221,0.1196449247,0.2084137399,0.4596680818,36.9,11,1.1,119.1,55,6,54,31
Tommy Wilson,Mets,449.9,0.148966437,0.04845521227,0.004845521227,0.04000889086,0.08890864637,0.1711491443,0.497666148,67.02,21.8,2.18,223.9,109,18,77,40
Alexander Guillen,,308.1,0.1364492048,0.0441415125,0.00441415125,0.03570269393,0.1006166829,0.2336903603,0.4449853944,42.04,13.6,1.36,137.1,68,11,72,31
Anthony Bass,Blue Jays,233.9,0.1458743053,0.04617357845,0.004617357845,0.03420265071,0.07268063275,0.1966652416,0.4997862334,34.12,10.8,1.08,116.9,54,8,46,17
John Axford,,158.1,0.1424414927,0.04301075269,0.004301075269,0.02530044276,0.1075268817,0.2213788741,0.4560404807,22.52,6.8,0.68,72.1,34,4,35,17
Trevor Hildenberger,,233.1,0.1564135564,0.04890604891,0.004890604891,0.03432003432,0.06435006435,0.1973401973,0.4937794938,36.46,11.4,1.14,115.1,57,8,46,15
Cristian Javier,Astros,458,0.1083842795,0.0384279476,0.00384279476,0.04148471616,0.1528384279,0.2751091703,0.3799126638,49.64,17.6,1.76,174,88,19,126,70
D.J. Johnson,,209.9,0.1434016198,0.04287756074,0.004287756074,0.02382086708,0.1238685088,0.2191519771,0.4425917103,30.1,9,0.9,92.9,45,5,46,26
Yimi Garcia,Marlins,212,0.1341509434,0.04528301887,0.004528301887,0.04245283019,0.05188679245,0.25,0.4716981132,28.44,9.6,0.96,100,48,9,53,11
Shane Carle,Rangers,248.1,0.1541313986,0.04675534059,0.004675534059,0.02821442967,0.104796453,0.1652559452,0.4961708988,38.24,11.6,1.16,123.1,58,7,41,26
Connor Sadzeck,,204,0.132254902,0.04019607843,0.004019607843,0.02450980392,0.137254902,0.2352941176,0.4264705882,26.98,8.2,0.82,87,41,5,48,28
Sam Coonrod,Giants,257.1,0.1383119409,0.04045118631,0.004045118631,0.01944768573,0.1244651886,0.213924543,0.4593543368,35.56,10.4,1.04,118.1,52,5,55,32
Kodi Whitley,Cardinals,294.1,0.1451887113,0.04420265216,0.004420265216,0.0272016321,0.09860591635,0.2108126488,0.4695681741,42.7,13,1.3,138.1,65,8,62,29
Wendolyn Bautista,,455,0.1534065934,0.04835164835,0.004835164835,0.03516483516,0.07912087912,0.167032967,0.5120879121,69.8,22,2.2,233,110,16,76,36
Steven Wilson,Padres,261.9,0.1243222604,0.03970981291,0.003970981291,0.03054600993,0.1221840397,0.2710958381,0.4081710577,32.56,10.4,1.04,106.9,52,8,71,32
Aaron Slegers,,515.1,0.1563191613,0.05202873228,0.005202873228,0.04659289458,0.06018248884,0.143661425,0.5360124248,80.52,26.8,2.68,276.1,134,24,74,31
Justin Anderson,Angels,251,0.1203984064,0.0390438247,0.00390438247,0.03187250996,0.1354581673,0.2709163347,0.3984063745,30.22,9.8,0.98,100,49,8,68,34
Dylan Lee,Marlins,265.1,0.1488494908,0.04300264051,0.004300264051,0.01886080724,0.109392682,0.1923802339,0.4832138816,39.46,11.4,1.14,128.1,57,5,51,29
Jordan Holloway,,391.1,0.1390948606,0.04091025313,0.004091025313,0.02045512657,0.1610841217,0.1764254666,0.457939146,54.4,16,1.6,179.1,80,8,69,63
Jeanmar Gomez,,191.1,0.1656724228,0.04918890633,0.004918890633,0.02616431188,0.08372579801,0.1726844584,0.4976452119,31.66,9.4,0.94,95.1,47,5,33,16
Jake Fishman,Blue Jays,264,0.1482575758,0.04772727273,0.004772727273,0.03787878788,0.06818181818,0.2083333333,0.4848484848,39.14,12.6,1.26,128,63,10,55,18
Brandon Bailey,,430.1,0.1382004185,0.04557079749,0.004557079749,0.0395256917,0.1255521972,0.1883282957,0.4582655196,59.44,19.6,1.96,197.1,98,17,81,54
Austin Brice,Red Sox,232.1,0.1369237398,0.04394657475,0.004394657475,0.03446790177,0.08616975442,0.2326583369,0.4614390349,31.78,10.2,1.02,107.1,51,8,54,20
Gerson Bautista,Mariners,228.9,0.1314984709,0.03931847969,0.003931847969,0.02184359983,0.1441677588,0.244648318,0.4145915247,30.1,9,0.9,94.9,45,5,56,33
Ashton Goudeau,,365.1,0.1493837305,0.05094494659,0.005094494659,0.04930156122,0.07395234182,0.1752944399,0.4960284853,54.54,18.6,1.86,181.1,93,18,64,27
Jakob Hernandez,Phillies,287.1,0.1297109021,0.0404040404,0.00404040404,0.02786485545,0.1323580634,0.2438174852,0.4218042494,37.24,11.6,1.16,121.1,58,8,70,38
Jose Urena,Marlins,277,0.1457039711,0.04476534296,0.004476534296,0.02888086643,0.07220216606,0.1949458484,0.5090252708,40.36,12.4,1.24,141,62,8,54,20
Jonathan Hernandez,Rangers,503.1,0.1451798847,0.04690916319,0.004690916319,0.03776585172,0.1232359372,0.1828662294,0.4593520175,73.04,23.6,2.36,231.1,118,19,92,62
Miguel Diaz,,270.1,0.1246945576,0.04146612366,0.004146612366,0.03702332469,0.1295816364,0.236949278,0.4261384672,33.68,11.2,1.12,115.1,56,10,64,35
Tyler Erwin,Orioles,228.9,0.1543905636,0.04630843163,0.004630843163,0.02621231979,0.09611183923,0.1703800786,0.501965924,35.34,10.6,1.06,114.9,53,6,39,22
Rob Kaminsky,,230.9,0.1515807709,0.04330879168,0.004330879168,0.01732351667,0.1169337375,0.1862278042,0.4802944998,35,10,1,110.9,50,4,43,27
Julian Merryweather,,408.9,0.1494741991,0.05086818293,0.005086818293,0.04891171436,0.07581315725,0.173636586,0.4962093421,61.12,20.8,2.08,202.9,104,20,71,31
Kyle Ryan,Cubs,258,0.1430232558,0.04263565891,0.004263565891,0.02325581395,0.1124031008,0.2054263566,0.4689922481,36.9,11,1.1,121,55,6,53,29
Ben Braymer,,531.1,0.1484466202,0.04820184523,0.004820184523,0.03954057616,0.1054415364,0.1732253813,0.4803238561,78.84,25.6,2.56,255.1,128,21,92,56
Matt Pierpont,,204,0.1464705882,0.04509803922,0.004509803922,0.02941176471,0.09803921569,0.2058823529,0.4705882353,29.88,9.2,0.92,96,46,6,42,20
Junior Guerra,Diamondbacks,292,0.1294520548,0.04109589041,0.004109589041,0.03082191781,0.1061643836,0.2260273973,0.4623287671,37.8,12,1.2,135,60,9,66,31
Humberto Castellanos,Astros,309.9,0.1507583091,0.04775734108,0.004775734108,0.03549532107,0.06131010003,0.1903839948,0.5095191997,46.72,14.8,1.48,157.9,74,11,59,19
Tommy Hunter,Phillies,180.1,0.1485841199,0.04664075514,0.004664075514,0.0333148251,0.0555247085,0.1887840089,0.5224875069,26.76,8.4,0.84,94.1,42,6,34,10
Adonis Medina,,467,0.1463811563,0.04796573876,0.004796573876,0.04068522484,0.1049250535,0.1734475375,0.4817987152,68.36,22.4,2.24,225,112,19,81,49
Eduardo Jimenez,,280.1,0.1552302749,0.04712602642,0.004712602642,0.02856122813,0.09282399143,0.1642270618,0.5073188147,43.48,13.2,1.32,142.1,66,8,46,26
Clayton Andrews,Brewers,234.9,0.1220093657,0.04001702852,0.004001702852,0.03405704555,0.1191996594,0.2767134951,0.4040017029,28.66,9.4,0.94,94.9,47,8,65,28
Josh Tomlin,,361,0.1547922438,0.05318559557,0.005318559557,0.05263157895,0.02770083102,0.1662049861,0.540166205,55.88,19.2,1.92,195,96,19,60,10
Joe Navilhon,Tigers,263,0.1547528517,0.04942965779,0.004942965779,0.03802281369,0.06844106464,0.1863117871,0.4980988593,40.7,13,1.3,131,65,10,49,18
Wyatt Short,Cubs,265,0.1421886792,0.04226415094,0.004226415094,0.02264150943,0.120754717,0.2113207547,0.4566037736,37.68,11.2,1.12,121,56,6,56,32
Seunghwan Oh,,188,0.14,0.04680851064,0.004680851064,0.04255319149,0.06382978723,0.2393617021,0.4627659574,26.32,8.8,0.88,87,44,8,45,12
Logan Allen,,506,0.1379841897,0.04703557312,0.004703557312,0.04545454545,0.1007905138,0.2075098814,0.4565217391,69.82,23.8,2.38,231,119,23,105,51
Miguel Aguilar,Diamondbacks,156.1,0.1392696989,0.04228058937,0.004228058937,0.02562459962,0.1024983985,0.2306213965,0.4554772582,21.74,6.6,0.66,71.1,33,4,36,16
Stephen Woods Jr.,Royals,406,0.148817734,0.04384236453,0.004384236453,0.02216748768,0.1527093596,0.1625615764,0.4655172414,60.42,17.8,1.78,189,89,9,66,62
Steven Wright,,288,0.1459722222,0.04722222222,0.004722222222,0.03819444444,0.09722222222,0.1666666667,0.5,42.04,13.6,1.36,144,68,11,48,28
Ryan Eades,,316.9,0.1435784159,0.0473335437,0.00473335437,0.04102240454,0.09782265699,0.1798674661,0.4856421584,45.5,15,1.5,153.9,75,13,57,31
Bryan Shaw,Rockies,269.9,0.1524268247,0.04668395702,0.004668395702,0.02964060763,0.09633197481,0.1926639496,0.4775842905,41.14,12.6,1.26,128.9,63,8,52,26
Yefry Ramirez,,449.1,0.1249164997,0.04230683589,0.004230683589,0.04008016032,0.1224671565,0.2427076375,0.4232910265,56.1,19,1.9,190.1,95,18,109,55
Luke Gregerson,,138.1,0.1517740768,0.04634322954,0.004634322954,0.02896451846,0.07965242578,0.18826937,0.5003620565,20.96,6.4,0.64,69.1,32,4,26,11
Joe Biagini,Astros,296,0.1487837838,0.04594594595,0.004594594595,0.03040540541,0.09121621622,0.1993243243,0.4797297297,44.04,13.6,1.36,142,68,9,59,27
Damien Magnifico,Diamondbacks,259.9,0.1346671797,0.03847633705,0.003847633705,0.01539053482,0.1577529819,0.2193151212,0.4305502116,35,10,1,111.9,50,4,57,41
Ryan Buchter,,199,0.1216080402,0.04020100503,0.004020100503,0.0351758794,0.1055276382,0.2512562814,0.4422110553,24.2,8,0.8,88,40,7,50,21
Tim Naughton,Orioles,234.9,0.1357173265,0.03916560238,0.003916560238,0.01702852278,0.1617709664,0.2128565347,0.429544487,31.88,9.2,0.92,100.9,46,4,50,38
Codi Heuer,White Sox,271,0.1538745387,0.0479704797,0.00479704797,0.0332103321,0.07380073801,0.1808118081,0.5055350554,41.7,13,1.3,137,65,9,49,20
Nick Kingham,,406.1,0.1485840926,0.05072642206,0.005072642206,0.04924895346,0.07633587786,0.1846835755,0.4853484363,60.34,20.6,2.06,197.1,103,20,75,31
JoJo Romero,,481,0.1432848233,0.0474012474,0.00474012474,0.04158004158,0.1081081081,0.182952183,0.4719334719,68.92,22.8,2.28,227,114,20,88,52
Dan Jennings,,200,0.1505,0.045,0.0045,0.025,0.1,0.18,0.495,30.1,9,0.9,99,45,5,36,20
Tim Peterson,,248,0.1358064516,0.04516129032,0.004516129032,0.04032258065,0.07258064516,0.2338709677,0.4677419355,33.68,11.2,1.12,116,56,10,58,18
Adonis Uceta,,235.1,0.1436835389,0.04338579328,0.004338579328,0.02552105487,0.1105912378,0.204168439,0.4683113569,33.78,10.2,1.02,110.1,51,6,48,26
Aaron Loup,,126.9,0.148463357,0.04412923562,0.004412923562,0.02364066194,0.08668242711,0.2285263987,0.4641449961,18.84,5.6,0.56,58.9,28,3,29,11
Bobby Poyner,,289.1,0.1427187824,0.04635074369,0.004635074369,0.03804911795,0.08647526807,0.2213766863,0.4603943272,41.26,13.4,1.34,133.1,67,11,64,25
Justin Dillon,Blue Jays,469.1,0.1585589427,0.05158814752,0.005158814752,0.04263483266,0.07887444042,0.1428266894,0.5203581326,74.38,24.2,2.42,244.1,121,20,67,37
Roenis Elias,Nationals,309,0.151197411,0.04789644013,0.004789644013,0.0355987055,0.1003236246,0.1715210356,0.4886731392,46.72,14.8,1.48,151,74,11,53,31
Kyle Barraclough,,246,0.1151219512,0.03577235772,0.003577235772,0.0243902439,0.1504065041,0.2804878049,0.3902439024,28.32,8.8,0.88,96,44,6,69,37
Parker Markel,Angels,274.9,0.1269552565,0.04001455075,0.004001455075,0.02910149145,0.1309567115,0.2582757366,0.4106947981,34.9,11,1.1,112.9,55,8,71,36
Bud Norris,,177.9,0.1328836425,0.04272062957,0.004272062957,0.03372681282,0.1068015739,0.2585722316,0.4210230467,23.64,7.6,0.76,74.9,38,6,46,19
Dan Winkler,Cubs,225.9,0.1322709163,0.04072598495,0.004072598495,0.02656042497,0.1283753873,0.2301903497,0.4378043382,29.88,9.2,0.92,98.9,46,6,52,29
Ben Bracewell,Athletics,418.9,0.1503938888,0.04774409167,0.004774409167,0.03580806875,0.09310097875,0.17187873,0.4962998329,63,20,2,207.9,100,15,72,39
Jimmy Herget,Rangers,283,0.1335689046,0.04240282686,0.004240282686,0.03180212014,0.1307420495,0.2332155477,0.4240282686,37.8,12,1.2,120,60,9,66,37
Tyler Cyr,Giants,219.9,0.1378808549,0.04001819009,0.004001819009,0.0181900864,0.1273306048,0.22737608,0.4452023647,30.32,8.8,0.88,97.9,44,4,50,28
Fernando Abad,,209.9,0.1439733206,0.04668889948,0.004668889948,0.03811338733,0.06193425441,0.2096236303,0.4949976179,30.22,9.8,0.98,103.9,49,8,44,13
Joe Mantiply,,220.9,0.1464010865,0.04798551381,0.004798551381,0.04074241738,0.06337709371,0.1946582164,0.5020371209,32.34,10.6,1.06,110.9,53,9,43,14
Joe Kuzia,Rangers,210.9,0.1564722617,0.04741583689,0.004741583689,0.02844950213,0.09009009009,0.1754385965,0.497392129,33,10,1,104.9,50,6,37,19
Yohan Ramirez,Mariners,450,0.1194222222,0.03688888889,0.003688888889,0.02444444444,0.1888888889,0.2377777778,0.3888888889,53.74,16.6,1.66,175,83,11,107,85
Melvi Acosta,Twins,336.9,0.1601662214,0.04867913327,0.004867913327,0.02968239834,0.1038883942,0.142475512,0.5102404274,53.96,16.4,1.64,171.9,82,10,48,35
Roel Ramirez,Cardinals,316.9,0.1463553171,0.04480908804,0.004480908804,0.02840012622,0.1104449353,0.1988008836,0.4667087409,46.38,14.2,1.42,147.9,71,9,63,35
John Parke,White Sox,579,0.1694645941,0.05319516408,0.005319516408,0.03799654577,0.08117443869,0.1088082902,0.5440414508,98.12,30.8,3.08,315,154,22,63,47
Curtis Taylor,Blue Jays,223.9,0.1384546673,0.04466279589,0.004466279589,0.03573023671,0.1027244305,0.2143814203,0.4595801697,31,10,1,102.9,50,8,48,23
Braden Shipley,,472.9,0.1528018609,0.04948192007,0.004948192007,0.04017762741,0.09092831465,0.1712835695,0.4903785155,72.26,23.4,2.34,231.9,117,19,81,43
Pat Neshek,,119.1,0.1479429051,0.04869857263,0.004869857263,0.04198152813,0.0335852225,0.1931150294,0.529806885,17.62,5.8,0.58,63.1,29,5,23,4
Ronald Bolanos,,593.9,0.1380030308,0.04445192793,0.004445192793,0.03535948813,0.124600101,0.1986866476,0.4544536117,81.96,26.4,2.64,269.9,132,21,118,74
Carlos Torres,,261.1,0.1494446572,0.04519341249,0.004519341249,0.02680965147,0.08808885484,0.2029873612,0.4829567216,39.02,11.8,1.18,126.1,59,7,53,23
Justin Steele,,177.1,0.1334839074,0.04291360813,0.004291360813,0.03387916431,0.1298701299,0.2089215133,0.4466403162,23.64,7.6,0.76,79.1,38,6,37,23
J.B. Bukauskas,Diamondbacks,415,0.1351325301,0.04144578313,0.004144578313,0.0265060241,0.156626506,0.1903614458,0.4457831325,56.08,17.2,1.72,185,86,11,79,65
Drew Hutchison,,536.1,0.1396008207,0.04775228502,0.004775228502,0.04663309084,0.09699682895,0.1939936579,0.470248088,74.84,25.6,2.56,252.1,128,25,104,52
